date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,Rapeseed_N0,Rapeseed_N1,Rapeseed_N2,Rapeseed_N3,Rapeseed_N4,Rapeseed_N5,Rapeseed_N6
2009-10-01,O,2009-10-01 04:45:00,2009-10-01 12:30:00,2009-10-01 12:29:00,2009-10-01 12:30:00,1,,200911,201002,201005,201008,201011,201102
2009-10-02,O,2009-10-02 04:45:00,2009-10-02 12:30:00,2009-10-02 12:29:00,2009-10-02 12:30:00,0,,200911,201002,201005,201008,201011,201102
2009-10-05,O,2009-10-05 04:45:00,2009-10-05 12:30:00,2009-10-05 12:29:00,2009-10-05 12:30:00,62,200911,201002,201005,201008,201011,201102,201105
2009-10-06,O,2009-10-06 04:45:00,2009-10-06 12:30:00,2009-10-06 12:29:00,2009-10-06 12:30:00,61,200911,201002,201005,201008,201011,201102,201105
2009-10-07,O,2009-10-07 04:45:00,2009-10-07 12:30:00,2009-10-07 12:29:00,2009-10-07 12:30:00,60,200911,201002,201005,201008,201011,201102,201105
2009-10-08,O,2009-10-08 04:45:00,2009-10-08 12:30:00,2009-10-08 12:29:00,2009-10-08 12:30:00,59,200911,201002,201005,201008,201011,201102,201105
2009-10-09,O,2009-10-09 04:45:00,2009-10-09 12:30:00,2009-10-09 12:29:00,2009-10-09 12:30:00,58,200911,201002,201005,201008,201011,201102,201105
2009-10-12,O,2009-10-12 04:45:00,2009-10-12 12:30:00,2009-10-12 12:29:00,2009-10-12 12:30:00,57,200911,201002,201005,201008,201011,201102,201105
2009-10-13,O,2009-10-13 04:45:00,2009-10-13 12:30:00,2009-10-13 12:29:00,2009-10-13 12:30:00,56,200911,201002,201005,201008,201011,201102,201105
2009-10-14,O,2009-10-14 04:45:00,2009-10-14 12:30:00,2009-10-14 12:29:00,2009-10-14 12:30:00,55,200911,201002,201005,201008,201011,201102,201105
2009-10-15,O,2009-10-15 04:45:00,2009-10-15 12:30:00,2009-10-15 12:29:00,2009-10-15 12:30:00,54,200911,201002,201005,201008,201011,201102,201105
2009-10-16,O,2009-10-16 04:45:00,2009-10-16 12:30:00,2009-10-16 12:29:00,2009-10-16 12:30:00,53,200911,201002,201005,201008,201011,201102,201105
2009-10-19,O,2009-10-19 04:45:00,2009-10-19 12:30:00,2009-10-19 12:29:00,2009-10-19 12:30:00,52,200911,201002,201005,201008,201011,201102,201105
2009-10-20,O,2009-10-20 04:45:00,2009-10-20 12:30:00,2009-10-20 12:29:00,2009-10-20 12:30:00,51,200911,201002,201005,201008,201011,201102,201105
2009-10-21,O,2009-10-21 04:45:00,2009-10-21 12:30:00,2009-10-21 12:29:00,2009-10-21 12:30:00,50,200911,201002,201005,201008,201011,201102,201105
2009-10-22,O,2009-10-22 04:45:00,2009-10-22 12:30:00,2009-10-22 12:29:00,2009-10-22 12:30:00,49,200911,201002,201005,201008,201011,201102,201105
2009-10-23,O,2009-10-23 04:45:00,2009-10-23 12:30:00,2009-10-23 12:29:00,2009-10-23 12:30:00,48,200911,201002,201005,201008,201011,201102,201105
2009-10-26,O,2009-10-26 05:45:00,2009-10-26 13:30:00,2009-10-26 13:29:00,2009-10-26 13:30:00,47,200911,201002,201005,201008,201011,201102,201105
2009-10-27,O,2009-10-27 05:45:00,2009-10-27 13:30:00,2009-10-27 13:29:00,2009-10-27 13:30:00,46,200911,201002,201005,201008,201011,201102,201105
2009-10-28,O,2009-10-28 05:45:00,2009-10-28 13:30:00,2009-10-28 13:29:00,2009-10-28 13:30:00,45,200911,201002,201005,201008,201011,201102,201105
2009-10-29,O,2009-10-29 05:45:00,2009-10-29 13:30:00,2009-10-29 13:29:00,2009-10-29 13:30:00,44,200911,201002,201005,201008,201011,201102,201105
2009-10-30,O,2009-10-30 05:45:00,2009-10-30 13:30:00,2009-10-30 13:29:00,2009-10-30 13:30:00,43,200911,201002,201005,201008,201011,201102,201105
2009-11-02,O,2009-11-02 04:45:00,2009-11-02 12:30:00,2009-11-02 12:29:00,2009-11-02 12:30:00,42,,201002,201005,201008,201011,201102,201105
2009-11-03,O,2009-11-03 04:45:00,2009-11-03 12:30:00,2009-11-03 12:29:00,2009-11-03 12:30:00,41,,201002,201005,201008,201011,201102,201105
2009-11-04,O,2009-11-04 04:45:00,2009-11-04 12:30:00,2009-11-04 12:29:00,2009-11-04 12:30:00,40,,201002,201005,201008,201011,201102,201105
2009-11-05,O,2009-11-05 04:45:00,2009-11-05 12:30:00,2009-11-05 12:29:00,2009-11-05 12:30:00,39,,201002,201005,201008,201011,201102,201105
2009-11-06,O,2009-11-06 04:45:00,2009-11-06 12:30:00,2009-11-06 12:29:00,2009-11-06 12:30:00,38,,201002,201005,201008,201011,201102,201105
2009-11-09,O,2009-11-09 04:45:00,2009-11-09 12:30:00,2009-11-09 12:29:00,2009-11-09 12:30:00,37,,201002,201005,201008,201011,201102,201105
2009-11-10,O,2009-11-10 04:45:00,2009-11-10 12:30:00,2009-11-10 12:29:00,2009-11-10 12:30:00,36,,201002,201005,201008,201011,201102,201105
2009-11-11,O,2009-11-11 04:45:00,2009-11-11 12:30:00,2009-11-11 12:29:00,2009-11-11 12:30:00,35,,201002,201005,201008,201011,201102,201105
2009-11-12,O,2009-11-12 04:45:00,2009-11-12 12:30:00,2009-11-12 12:29:00,2009-11-12 12:30:00,34,,201002,201005,201008,201011,201102,201105
2009-11-13,O,2009-11-13 04:45:00,2009-11-13 12:30:00,2009-11-13 12:29:00,2009-11-13 12:30:00,33,,201002,201005,201008,201011,201102,201105
2009-11-16,O,2009-11-16 04:45:00,2009-11-16 12:30:00,2009-11-16 12:29:00,2009-11-16 12:30:00,32,,201002,201005,201008,201011,201102,201105
2009-11-17,O,2009-11-17 04:45:00,2009-11-17 12:30:00,2009-11-17 12:29:00,2009-11-17 12:30:00,31,,201002,201005,201008,201011,201102,201105
2009-11-18,O,2009-11-18 04:45:00,2009-11-18 12:30:00,2009-11-18 12:29:00,2009-11-18 12:30:00,30,,201002,201005,201008,201011,201102,201105
2009-11-19,O,2009-11-19 04:45:00,2009-11-19 12:30:00,2009-11-19 12:29:00,2009-11-19 12:30:00,29,,201002,201005,201008,201011,201102,201105
2009-11-20,O,2009-11-20 04:45:00,2009-11-20 12:30:00,2009-11-20 12:29:00,2009-11-20 12:30:00,28,,201002,201005,201008,201011,201102,201105
2009-11-23,O,2009-11-23 04:45:00,2009-11-23 12:30:00,2009-11-23 12:29:00,2009-11-23 12:30:00,27,,201002,201005,201008,201011,201102,201105
2009-11-24,O,2009-11-24 04:45:00,2009-11-24 12:30:00,2009-11-24 12:29:00,2009-11-24 12:30:00,26,,201002,201005,201008,201011,201102,201105
2009-11-25,O,2009-11-25 04:45:00,2009-11-25 12:30:00,2009-11-25 12:29:00,2009-11-25 12:30:00,25,,201002,201005,201008,201011,201102,201105
2009-11-26,O,2009-11-26 04:45:00,2009-11-26 12:30:00,2009-11-26 12:29:00,2009-11-26 12:30:00,24,,201002,201005,201008,201011,201102,201105
2009-11-27,O,2009-11-27 04:45:00,2009-11-27 12:30:00,2009-11-27 12:29:00,2009-11-27 12:30:00,23,,201002,201005,201008,201011,201102,201105
2009-11-30,O,2009-11-30 04:45:00,2009-11-30 12:30:00,2009-11-30 12:29:00,2009-11-30 12:30:00,22,,201002,201005,201008,201011,201102,201105
2009-12-01,O,2009-12-01 04:45:00,2009-12-01 12:30:00,2009-12-01 12:29:00,2009-12-01 12:30:00,21,,201002,201005,201008,201011,201102,201105
2009-12-02,O,2009-12-02 04:45:00,2009-12-02 12:30:00,2009-12-02 12:29:00,2009-12-02 12:30:00,20,,201002,201005,201008,201011,201102,201105
2009-12-03,O,2009-12-03 04:45:00,2009-12-03 12:30:00,2009-12-03 12:29:00,2009-12-03 12:30:00,19,,201002,201005,201008,201011,201102,201105
2009-12-04,O,2009-12-04 04:45:00,2009-12-04 12:30:00,2009-12-04 12:29:00,2009-12-04 12:30:00,18,,201002,201005,201008,201011,201102,201105
2009-12-07,O,2009-12-07 04:45:00,2009-12-07 12:30:00,2009-12-07 12:29:00,2009-12-07 12:30:00,17,,201002,201005,201008,201011,201102,201105
2009-12-08,O,2009-12-08 04:45:00,2009-12-08 12:30:00,2009-12-08 12:29:00,2009-12-08 12:30:00,16,,201002,201005,201008,201011,201102,201105
2009-12-09,O,2009-12-09 04:45:00,2009-12-09 12:30:00,2009-12-09 12:29:00,2009-12-09 12:30:00,15,,201002,201005,201008,201011,201102,201105
2009-12-10,O,2009-12-10 04:45:00,2009-12-10 12:30:00,2009-12-10 12:29:00,2009-12-10 12:30:00,14,,201002,201005,201008,201011,201102,201105
2009-12-11,O,2009-12-11 04:45:00,2009-12-11 12:30:00,2009-12-11 12:29:00,2009-12-11 12:30:00,13,,201002,201005,201008,201011,201102,201105
2009-12-14,O,2009-12-14 04:45:00,2009-12-14 12:30:00,2009-12-14 12:29:00,2009-12-14 12:30:00,12,,201002,201005,201008,201011,201102,201105
2009-12-15,O,2009-12-15 04:45:00,2009-12-15 12:30:00,2009-12-15 12:29:00,2009-12-15 12:30:00,11,,201002,201005,201008,201011,201102,201105
2009-12-16,O,2009-12-16 04:45:00,2009-12-16 12:30:00,2009-12-16 12:29:00,2009-12-16 12:30:00,10,,201002,201005,201008,201011,201102,201105
2009-12-17,O,2009-12-17 04:45:00,2009-12-17 12:30:00,2009-12-17 12:29:00,2009-12-17 12:30:00,9,,201002,201005,201008,201011,201102,201105
2009-12-18,O,2009-12-18 04:45:00,2009-12-18 12:30:00,2009-12-18 12:29:00,2009-12-18 12:30:00,8,,201002,201005,201008,201011,201102,201105
2009-12-21,O,2009-12-21 04:45:00,2009-12-21 12:30:00,2009-12-21 12:29:00,2009-12-21 12:30:00,7,,201002,201005,201008,201011,201102,201105
2009-12-22,O,2009-12-22 04:45:00,2009-12-22 12:30:00,2009-12-22 12:29:00,2009-12-22 12:30:00,6,,201002,201005,201008,201011,201102,201105
2009-12-23,O,2009-12-23 04:45:00,2009-12-23 12:30:00,2009-12-23 12:29:00,2009-12-23 12:30:00,5,,201002,201005,201008,201011,201102,201105
2009-12-24,O,2009-12-24 04:45:00,2009-12-24 12:30:00,2009-12-24 12:29:00,2009-12-24 12:30:00,4,,201002,201005,201008,201011,201102,201105
2009-12-25,X,,,,,,,,,,,,
2009-12-28,O,2009-12-28 04:45:00,2009-12-28 12:30:00,2009-12-28 12:29:00,2009-12-28 12:30:00,3,,201002,201005,201008,201011,201102,201105
2009-12-29,O,2009-12-29 04:45:00,2009-12-29 12:30:00,2009-12-29 12:29:00,2009-12-29 12:30:00,2,,201002,201005,201008,201011,201102,201105
2009-12-30,O,2009-12-30 04:45:00,2009-12-30 12:30:00,2009-12-30 12:29:00,2009-12-30 12:30:00,1,,201002,201005,201008,201011,201102,201105
2009-12-31,O,2009-12-31 04:45:00,2009-12-31 12:30:00,2009-12-31 12:29:00,2009-12-31 12:30:00,0,,201002,201005,201008,201011,201102,201105
2010-01-01,X,,,,,,,,,,,,
2010-01-04,O,2010-01-04 04:45:00,2010-01-04 12:30:00,2010-01-04 12:29:00,2010-01-04 12:30:00,62,201002,201005,201008,201011,201102,201105,201108
2010-01-05,O,2010-01-05 04:45:00,2010-01-05 12:30:00,2010-01-05 12:29:00,2010-01-05 12:30:00,61,201002,201005,201008,201011,201102,201105,201108
2010-01-06,O,2010-01-06 04:45:00,2010-01-06 12:30:00,2010-01-06 12:29:00,2010-01-06 12:30:00,60,201002,201005,201008,201011,201102,201105,201108
2010-01-07,O,2010-01-07 04:45:00,2010-01-07 12:30:00,2010-01-07 12:29:00,2010-01-07 12:30:00,59,201002,201005,201008,201011,201102,201105,201108
2010-01-08,O,2010-01-08 04:45:00,2010-01-08 12:30:00,2010-01-08 12:29:00,2010-01-08 12:30:00,58,201002,201005,201008,201011,201102,201105,201108
2010-01-11,O,2010-01-11 04:45:00,2010-01-11 12:30:00,2010-01-11 12:29:00,2010-01-11 12:30:00,57,201002,201005,201008,201011,201102,201105,201108
2010-01-12,O,2010-01-12 04:45:00,2010-01-12 12:30:00,2010-01-12 12:29:00,2010-01-12 12:30:00,56,201002,201005,201008,201011,201102,201105,201108
2010-01-13,O,2010-01-13 04:45:00,2010-01-13 12:30:00,2010-01-13 12:29:00,2010-01-13 12:30:00,55,201002,201005,201008,201011,201102,201105,201108
2010-01-14,O,2010-01-14 04:45:00,2010-01-14 12:30:00,2010-01-14 12:29:00,2010-01-14 12:30:00,54,201002,201005,201008,201011,201102,201105,201108
2010-01-15,O,2010-01-15 04:45:00,2010-01-15 12:30:00,2010-01-15 12:29:00,2010-01-15 12:30:00,53,201002,201005,201008,201011,201102,201105,201108
2010-01-18,O,2010-01-18 04:45:00,2010-01-18 12:30:00,2010-01-18 12:29:00,2010-01-18 12:30:00,52,201002,201005,201008,201011,201102,201105,201108
2010-01-19,O,2010-01-19 04:45:00,2010-01-19 12:30:00,2010-01-19 12:29:00,2010-01-19 12:30:00,51,201002,201005,201008,201011,201102,201105,201108
2010-01-20,O,2010-01-20 04:45:00,2010-01-20 12:30:00,2010-01-20 12:29:00,2010-01-20 12:30:00,50,201002,201005,201008,201011,201102,201105,201108
2010-01-21,O,2010-01-21 04:45:00,2010-01-21 12:30:00,2010-01-21 12:29:00,2010-01-21 12:30:00,49,201002,201005,201008,201011,201102,201105,201108
2010-01-22,O,2010-01-22 04:45:00,2010-01-22 12:30:00,2010-01-22 12:29:00,2010-01-22 12:30:00,48,201002,201005,201008,201011,201102,201105,201108
2010-01-25,O,2010-01-25 04:45:00,2010-01-25 12:30:00,2010-01-25 12:29:00,2010-01-25 12:30:00,47,201002,201005,201008,201011,201102,201105,201108
2010-01-26,O,2010-01-26 04:45:00,2010-01-26 12:30:00,2010-01-26 12:29:00,2010-01-26 12:30:00,46,201002,201005,201008,201011,201102,201105,201108
2010-01-27,O,2010-01-27 04:45:00,2010-01-27 12:30:00,2010-01-27 12:29:00,2010-01-27 12:30:00,45,201002,201005,201008,201011,201102,201105,201108
2010-01-28,O,2010-01-28 04:45:00,2010-01-28 12:30:00,2010-01-28 12:29:00,2010-01-28 12:30:00,44,201002,201005,201008,201011,201102,201105,201108
2010-01-29,O,2010-01-29 04:45:00,2010-01-29 12:30:00,2010-01-29 12:29:00,2010-01-29 12:30:00,43,201002,201005,201008,201011,201102,201105,201108
2010-02-01,O,2010-02-01 04:45:00,2010-02-01 12:30:00,2010-02-01 12:29:00,2010-02-01 12:30:00,42,,201005,201008,201011,201102,201105,201108
2010-02-02,O,2010-02-02 04:45:00,2010-02-02 12:30:00,2010-02-02 12:29:00,2010-02-02 12:30:00,41,,201005,201008,201011,201102,201105,201108
2010-02-03,O,2010-02-03 04:45:00,2010-02-03 12:30:00,2010-02-03 12:29:00,2010-02-03 12:30:00,40,,201005,201008,201011,201102,201105,201108
2010-02-04,O,2010-02-04 04:45:00,2010-02-04 12:30:00,2010-02-04 12:29:00,2010-02-04 12:30:00,39,,201005,201008,201011,201102,201105,201108
2010-02-05,O,2010-02-05 04:45:00,2010-02-05 12:30:00,2010-02-05 12:29:00,2010-02-05 12:30:00,38,,201005,201008,201011,201102,201105,201108
2010-02-08,O,2010-02-08 04:45:00,2010-02-08 12:30:00,2010-02-08 12:29:00,2010-02-08 12:30:00,37,,201005,201008,201011,201102,201105,201108
2010-02-09,O,2010-02-09 04:45:00,2010-02-09 12:30:00,2010-02-09 12:29:00,2010-02-09 12:30:00,36,,201005,201008,201011,201102,201105,201108
2010-02-10,O,2010-02-10 04:45:00,2010-02-10 12:30:00,2010-02-10 12:29:00,2010-02-10 12:30:00,35,,201005,201008,201011,201102,201105,201108
2010-02-11,O,2010-02-11 04:45:00,2010-02-11 12:30:00,2010-02-11 12:29:00,2010-02-11 12:30:00,34,,201005,201008,201011,201102,201105,201108
2010-02-12,O,2010-02-12 04:45:00,2010-02-12 12:30:00,2010-02-12 12:29:00,2010-02-12 12:30:00,33,,201005,201008,201011,201102,201105,201108
2010-02-15,O,2010-02-15 04:45:00,2010-02-15 12:30:00,2010-02-15 12:29:00,2010-02-15 12:30:00,32,,201005,201008,201011,201102,201105,201108
2010-02-16,O,2010-02-16 04:45:00,2010-02-16 12:30:00,2010-02-16 12:29:00,2010-02-16 12:30:00,31,,201005,201008,201011,201102,201105,201108
2010-02-17,O,2010-02-17 04:45:00,2010-02-17 12:30:00,2010-02-17 12:29:00,2010-02-17 12:30:00,30,,201005,201008,201011,201102,201105,201108
2010-02-18,O,2010-02-18 04:45:00,2010-02-18 12:30:00,2010-02-18 12:29:00,2010-02-18 12:30:00,29,,201005,201008,201011,201102,201105,201108
2010-02-19,O,2010-02-19 04:45:00,2010-02-19 12:30:00,2010-02-19 12:29:00,2010-02-19 12:30:00,28,,201005,201008,201011,201102,201105,201108
2010-02-22,O,2010-02-22 04:45:00,2010-02-22 12:30:00,2010-02-22 12:29:00,2010-02-22 12:30:00,27,,201005,201008,201011,201102,201105,201108
2010-02-23,O,2010-02-23 04:45:00,2010-02-23 12:30:00,2010-02-23 12:29:00,2010-02-23 12:30:00,26,,201005,201008,201011,201102,201105,201108
2010-02-24,O,2010-02-24 04:45:00,2010-02-24 12:30:00,2010-02-24 12:29:00,2010-02-24 12:30:00,25,,201005,201008,201011,201102,201105,201108
2010-02-25,O,2010-02-25 04:45:00,2010-02-25 12:30:00,2010-02-25 12:29:00,2010-02-25 12:30:00,24,,201005,201008,201011,201102,201105,201108
2010-02-26,O,2010-02-26 04:45:00,2010-02-26 12:30:00,2010-02-26 12:29:00,2010-02-26 12:30:00,23,,201005,201008,201011,201102,201105,201108
2010-03-01,O,2010-03-01 04:45:00,2010-03-01 12:30:00,2010-03-01 12:29:00,2010-03-01 12:30:00,22,,201005,201008,201011,201102,201105,201108
2010-03-02,O,2010-03-02 04:45:00,2010-03-02 12:30:00,2010-03-02 12:29:00,2010-03-02 12:30:00,21,,201005,201008,201011,201102,201105,201108
2010-03-03,O,2010-03-03 04:45:00,2010-03-03 12:30:00,2010-03-03 12:29:00,2010-03-03 12:30:00,20,,201005,201008,201011,201102,201105,201108
2010-03-04,O,2010-03-04 04:45:00,2010-03-04 12:30:00,2010-03-04 12:29:00,2010-03-04 12:30:00,19,,201005,201008,201011,201102,201105,201108
2010-03-05,O,2010-03-05 04:45:00,2010-03-05 12:30:00,2010-03-05 12:29:00,2010-03-05 12:30:00,18,,201005,201008,201011,201102,201105,201108
2010-03-08,O,2010-03-08 04:45:00,2010-03-08 12:30:00,2010-03-08 12:29:00,2010-03-08 12:30:00,17,,201005,201008,201011,201102,201105,201108
2010-03-09,O,2010-03-09 04:45:00,2010-03-09 12:30:00,2010-03-09 12:29:00,2010-03-09 12:30:00,16,,201005,201008,201011,201102,201105,201108
2010-03-10,O,2010-03-10 04:45:00,2010-03-10 12:30:00,2010-03-10 12:29:00,2010-03-10 12:30:00,15,,201005,201008,201011,201102,201105,201108
2010-03-11,O,2010-03-11 04:45:00,2010-03-11 12:30:00,2010-03-11 12:29:00,2010-03-11 12:30:00,14,,201005,201008,201011,201102,201105,201108
2010-03-12,O,2010-03-12 04:45:00,2010-03-12 12:30:00,2010-03-12 12:29:00,2010-03-12 12:30:00,13,,201005,201008,201011,201102,201105,201108
2010-03-15,O,2010-03-15 05:45:00,2010-03-15 13:30:00,2010-03-15 13:29:00,2010-03-15 13:30:00,12,,201005,201008,201011,201102,201105,201108
2010-03-16,O,2010-03-16 05:45:00,2010-03-16 13:30:00,2010-03-16 13:29:00,2010-03-16 13:30:00,11,,201005,201008,201011,201102,201105,201108
2010-03-17,O,2010-03-17 05:45:00,2010-03-17 13:30:00,2010-03-17 13:29:00,2010-03-17 13:30:00,10,,201005,201008,201011,201102,201105,201108
2010-03-18,O,2010-03-18 05:45:00,2010-03-18 13:30:00,2010-03-18 13:29:00,2010-03-18 13:30:00,9,,201005,201008,201011,201102,201105,201108
2010-03-19,O,2010-03-19 05:45:00,2010-03-19 13:30:00,2010-03-19 13:29:00,2010-03-19 13:30:00,8,,201005,201008,201011,201102,201105,201108
2010-03-22,O,2010-03-22 05:45:00,2010-03-22 13:30:00,2010-03-22 13:29:00,2010-03-22 13:30:00,7,,201005,201008,201011,201102,201105,201108
2010-03-23,O,2010-03-23 05:45:00,2010-03-23 13:30:00,2010-03-23 13:29:00,2010-03-23 13:30:00,6,,201005,201008,201011,201102,201105,201108
2010-03-24,O,2010-03-24 05:45:00,2010-03-24 13:30:00,2010-03-24 13:29:00,2010-03-24 13:30:00,5,,201005,201008,201011,201102,201105,201108
2010-03-25,O,2010-03-25 05:45:00,2010-03-25 13:30:00,2010-03-25 13:29:00,2010-03-25 13:30:00,4,,201005,201008,201011,201102,201105,201108
2010-03-26,O,2010-03-26 05:45:00,2010-03-26 13:30:00,2010-03-26 13:29:00,2010-03-26 13:30:00,3,,201005,201008,201011,201102,201105,201108
2010-03-29,O,2010-03-29 04:45:00,2010-03-29 12:30:00,2010-03-29 12:29:00,2010-03-29 12:30:00,2,,201005,201008,201011,201102,201105,201108
2010-03-30,O,2010-03-30 04:45:00,2010-03-30 12:30:00,2010-03-30 12:29:00,2010-03-30 12:30:00,1,,201005,201008,201011,201102,201105,201108
2010-03-31,O,2010-03-31 04:45:00,2010-03-31 12:30:00,2010-03-31 12:29:00,2010-03-31 12:30:00,0,,201005,201008,201011,201102,201105,201108
2010-04-01,O,2010-04-01 04:45:00,2010-04-01 12:30:00,2010-04-01 12:29:00,2010-04-01 12:30:00,64,201005,201008,201011,201102,201105,201108,201111
2010-04-02,X,,,,,,,,,,,,
2010-04-05,X,,,,,,,,,,,,
2010-04-06,O,2010-04-06 04:45:00,2010-04-06 12:30:00,2010-04-06 12:29:00,2010-04-06 12:30:00,63,201005,201008,201011,201102,201105,201108,201111
2010-04-07,O,2010-04-07 04:45:00,2010-04-07 12:30:00,2010-04-07 12:29:00,2010-04-07 12:30:00,62,201005,201008,201011,201102,201105,201108,201111
2010-04-08,O,2010-04-08 04:45:00,2010-04-08 12:30:00,2010-04-08 12:29:00,2010-04-08 12:30:00,61,201005,201008,201011,201102,201105,201108,201111
2010-04-09,O,2010-04-09 04:45:00,2010-04-09 12:30:00,2010-04-09 12:29:00,2010-04-09 12:30:00,60,201005,201008,201011,201102,201105,201108,201111
2010-04-12,O,2010-04-12 04:45:00,2010-04-12 12:30:00,2010-04-12 12:29:00,2010-04-12 12:30:00,59,201005,201008,201011,201102,201105,201108,201111
2010-04-13,O,2010-04-13 04:45:00,2010-04-13 12:30:00,2010-04-13 12:29:00,2010-04-13 12:30:00,58,201005,201008,201011,201102,201105,201108,201111
2010-04-14,O,2010-04-14 04:45:00,2010-04-14 12:30:00,2010-04-14 12:29:00,2010-04-14 12:30:00,57,201005,201008,201011,201102,201105,201108,201111
2010-04-15,O,2010-04-15 04:45:00,2010-04-15 12:30:00,2010-04-15 12:29:00,2010-04-15 12:30:00,56,201005,201008,201011,201102,201105,201108,201111
2010-04-16,O,2010-04-16 04:45:00,2010-04-16 12:30:00,2010-04-16 12:29:00,2010-04-16 12:30:00,55,201005,201008,201011,201102,201105,201108,201111
2010-04-19,O,2010-04-19 04:45:00,2010-04-19 12:30:00,2010-04-19 12:29:00,2010-04-19 12:30:00,54,201005,201008,201011,201102,201105,201108,201111
2010-04-20,O,2010-04-20 04:45:00,2010-04-20 12:30:00,2010-04-20 12:29:00,2010-04-20 12:30:00,53,201005,201008,201011,201102,201105,201108,201111
2010-04-21,O,2010-04-21 04:45:00,2010-04-21 12:30:00,2010-04-21 12:29:00,2010-04-21 12:30:00,52,201005,201008,201011,201102,201105,201108,201111
2010-04-22,O,2010-04-22 04:45:00,2010-04-22 12:30:00,2010-04-22 12:29:00,2010-04-22 12:30:00,51,201005,201008,201011,201102,201105,201108,201111
2010-04-23,O,2010-04-23 04:45:00,2010-04-23 12:30:00,2010-04-23 12:29:00,2010-04-23 12:30:00,50,201005,201008,201011,201102,201105,201108,201111
2010-04-26,O,2010-04-26 04:45:00,2010-04-26 12:30:00,2010-04-26 12:29:00,2010-04-26 12:30:00,49,201005,201008,201011,201102,201105,201108,201111
2010-04-27,O,2010-04-27 04:45:00,2010-04-27 12:30:00,2010-04-27 12:29:00,2010-04-27 12:30:00,48,201005,201008,201011,201102,201105,201108,201111
2010-04-28,O,2010-04-28 04:45:00,2010-04-28 12:30:00,2010-04-28 12:29:00,2010-04-28 12:30:00,47,201005,201008,201011,201102,201105,201108,201111
2010-04-29,O,2010-04-29 04:45:00,2010-04-29 12:30:00,2010-04-29 12:29:00,2010-04-29 12:30:00,46,201005,201008,201011,201102,201105,201108,201111
2010-04-30,O,2010-04-30 04:45:00,2010-04-30 12:30:00,2010-04-30 12:29:00,2010-04-30 12:30:00,45,201005,201008,201011,201102,201105,201108,201111
2010-05-03,O,2010-05-03 04:45:00,2010-05-03 12:30:00,2010-05-03 12:29:00,2010-05-03 12:30:00,44,,201008,201011,201102,201105,201108,201111
2010-05-04,O,2010-05-04 04:45:00,2010-05-04 12:30:00,2010-05-04 12:29:00,2010-05-04 12:30:00,43,,201008,201011,201102,201105,201108,201111
2010-05-05,O,2010-05-05 04:45:00,2010-05-05 12:30:00,2010-05-05 12:29:00,2010-05-05 12:30:00,42,,201008,201011,201102,201105,201108,201111
2010-05-06,O,2010-05-06 04:45:00,2010-05-06 12:30:00,2010-05-06 12:29:00,2010-05-06 12:30:00,41,,201008,201011,201102,201105,201108,201111
2010-05-07,O,2010-05-07 04:45:00,2010-05-07 12:30:00,2010-05-07 12:29:00,2010-05-07 12:30:00,40,,201008,201011,201102,201105,201108,201111
2010-05-10,O,2010-05-10 04:45:00,2010-05-10 12:30:00,2010-05-10 12:29:00,2010-05-10 12:30:00,39,,201008,201011,201102,201105,201108,201111
2010-05-11,O,2010-05-11 04:45:00,2010-05-11 12:30:00,2010-05-11 12:29:00,2010-05-11 12:30:00,38,,201008,201011,201102,201105,201108,201111
2010-05-12,O,2010-05-12 04:45:00,2010-05-12 12:30:00,2010-05-12 12:29:00,2010-05-12 12:30:00,37,,201008,201011,201102,201105,201108,201111
2010-05-13,O,2010-05-13 04:45:00,2010-05-13 12:30:00,2010-05-13 12:29:00,2010-05-13 12:30:00,36,,201008,201011,201102,201105,201108,201111
2010-05-14,O,2010-05-14 04:45:00,2010-05-14 12:30:00,2010-05-14 12:29:00,2010-05-14 12:30:00,35,,201008,201011,201102,201105,201108,201111
2010-05-17,O,2010-05-17 04:45:00,2010-05-17 12:30:00,2010-05-17 12:29:00,2010-05-17 12:30:00,34,,201008,201011,201102,201105,201108,201111
2010-05-18,O,2010-05-18 04:45:00,2010-05-18 12:30:00,2010-05-18 12:29:00,2010-05-18 12:30:00,33,,201008,201011,201102,201105,201108,201111
2010-05-19,O,2010-05-19 04:45:00,2010-05-19 12:30:00,2010-05-19 12:29:00,2010-05-19 12:30:00,32,,201008,201011,201102,201105,201108,201111
2010-05-20,O,2010-05-20 04:45:00,2010-05-20 12:30:00,2010-05-20 12:29:00,2010-05-20 12:30:00,31,,201008,201011,201102,201105,201108,201111
2010-05-21,O,2010-05-21 04:45:00,2010-05-21 12:30:00,2010-05-21 12:29:00,2010-05-21 12:30:00,30,,201008,201011,201102,201105,201108,201111
2010-05-24,O,2010-05-24 04:45:00,2010-05-24 12:30:00,2010-05-24 12:29:00,2010-05-24 12:30:00,29,,201008,201011,201102,201105,201108,201111
2010-05-25,O,2010-05-25 04:45:00,2010-05-25 12:30:00,2010-05-25 12:29:00,2010-05-25 12:30:00,28,,201008,201011,201102,201105,201108,201111
2010-05-26,O,2010-05-26 04:45:00,2010-05-26 12:30:00,2010-05-26 12:29:00,2010-05-26 12:30:00,27,,201008,201011,201102,201105,201108,201111
