date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,EuroStoxx600_N0,EuroStoxx600_N1,EuroStoxx600_N2,EuroStoxx600_N3,EuroStoxx600_N4,EuroStoxx600_N5,EuroStoxx600_N6
2021-10-05,O,2021-10-05 01:50:00,2021-10-05 16:00:00,2021-10-05 11:29:00,2021-10-05 11:30:00,48,,202112,202203,202206,202209,202212,202303
2021-10-06,O,2021-10-06 01:50:00,2021-10-06 16:00:00,2021-10-06 11:29:00,2021-10-06 11:30:00,47,,202112,202203,202206,202209,202212,202303
2021-10-07,O,2021-10-07 01:50:00,2021-10-07 16:00:00,2021-10-07 11:29:00,2021-10-07 11:30:00,46,,202112,202203,202206,202209,202212,202303
2021-10-08,O,2021-10-08 01:50:00,2021-10-08 16:00:00,2021-10-08 11:29:00,2021-10-08 11:30:00,45,,202112,202203,202206,202209,202212,202303
2021-10-11,O,2021-10-11 01:50:00,2021-10-11 16:00:00,2021-10-11 11:29:00,2021-10-11 11:30:00,44,,202112,202203,202206,202209,202212,202303
2021-10-12,O,2021-10-12 01:50:00,2021-10-12 16:00:00,2021-10-12 11:29:00,2021-10-12 11:30:00,43,,202112,202203,202206,202209,202212,202303
2021-10-13,O,2021-10-13 01:50:00,2021-10-13 16:00:00,2021-10-13 11:29:00,2021-10-13 11:30:00,42,,202112,202203,202206,202209,202212,202303
2021-10-14,O,2021-10-14 01:50:00,2021-10-14 16:00:00,2021-10-14 11:29:00,2021-10-14 11:30:00,41,,202112,202203,202206,202209,202212,202303
2021-10-15,O,2021-10-15 01:50:00,2021-10-15 16:00:00,2021-10-15 11:29:00,2021-10-15 11:30:00,40,,202112,202203,202206,202209,202212,202303
2021-10-18,O,2021-10-18 01:50:00,2021-10-18 16:00:00,2021-10-18 11:29:00,2021-10-18 11:30:00,39,,202112,202203,202206,202209,202212,202303
2021-10-19,O,2021-10-19 01:50:00,2021-10-19 16:00:00,2021-10-19 11:29:00,2021-10-19 11:30:00,38,,202112,202203,202206,202209,202212,202303
2021-10-20,O,2021-10-20 01:50:00,2021-10-20 16:00:00,2021-10-20 11:29:00,2021-10-20 11:30:00,37,,202112,202203,202206,202209,202212,202303
2021-10-21,O,2021-10-21 01:50:00,2021-10-21 16:00:00,2021-10-21 11:29:00,2021-10-21 11:30:00,36,,202112,202203,202206,202209,202212,202303
2021-10-22,O,2021-10-22 01:50:00,2021-10-22 16:00:00,2021-10-22 11:29:00,2021-10-22 11:30:00,35,,202112,202203,202206,202209,202212,202303
2021-10-25,O,2021-10-25 01:50:00,2021-10-25 16:00:00,2021-10-25 11:29:00,2021-10-25 11:30:00,34,,202112,202203,202206,202209,202212,202303
2021-10-26,O,2021-10-26 01:50:00,2021-10-26 16:00:00,2021-10-26 11:29:00,2021-10-26 11:30:00,33,,202112,202203,202206,202209,202212,202303
2021-10-27,O,2021-10-27 01:50:00,2021-10-27 16:00:00,2021-10-27 11:29:00,2021-10-27 11:30:00,32,,202112,202203,202206,202209,202212,202303
2021-10-28,O,2021-10-28 01:50:00,2021-10-28 16:00:00,2021-10-28 11:29:00,2021-10-28 11:30:00,31,,202112,202203,202206,202209,202212,202303
2021-10-29,O,2021-10-29 01:50:00,2021-10-29 16:00:00,2021-10-29 11:29:00,2021-10-29 11:30:00,30,,202112,202203,202206,202209,202212,202303
2021-11-01,O,2021-11-01 02:50:00,2021-11-01 17:00:00,2021-11-01 12:29:00,2021-11-01 12:30:00,29,,202112,202203,202206,202209,202212,202303
2021-11-02,O,2021-11-02 02:50:00,2021-11-02 17:00:00,2021-11-02 12:29:00,2021-11-02 12:30:00,28,,202112,202203,202206,202209,202212,202303
2021-11-03,O,2021-11-03 02:50:00,2021-11-03 17:00:00,2021-11-03 12:29:00,2021-11-03 12:30:00,27,,202112,202203,202206,202209,202212,202303
2021-11-04,O,2021-11-04 02:50:00,2021-11-04 17:00:00,2021-11-04 12:29:00,2021-11-04 12:30:00,26,,202112,202203,202206,202209,202212,202303
2021-11-05,O,2021-11-05 02:50:00,2021-11-05 17:00:00,2021-11-05 12:29:00,2021-11-05 12:30:00,25,,202112,202203,202206,202209,202212,202303
2021-11-08,O,2021-11-08 01:50:00,2021-11-08 16:00:00,2021-11-08 11:29:00,2021-11-08 11:30:00,24,,202112,202203,202206,202209,202212,202303
2021-11-09,O,2021-11-09 01:50:00,2021-11-09 16:00:00,2021-11-09 11:29:00,2021-11-09 11:30:00,23,,202112,202203,202206,202209,202212,202303
2021-11-10,O,2021-11-10 01:50:00,2021-11-10 16:00:00,2021-11-10 11:29:00,2021-11-10 11:30:00,22,,202112,202203,202206,202209,202212,202303
2021-11-11,O,2021-11-11 01:50:00,2021-11-11 16:00:00,2021-11-11 11:29:00,2021-11-11 11:30:00,21,,202112,202203,202206,202209,202212,202303
2021-11-12,O,2021-11-12 01:50:00,2021-11-12 16:00:00,2021-11-12 11:29:00,2021-11-12 11:30:00,20,,202112,202203,202206,202209,202212,202303
2021-11-15,O,2021-11-15 01:50:00,2021-11-15 16:00:00,2021-11-15 11:29:00,2021-11-15 11:30:00,19,,202112,202203,202206,202209,202212,202303
2021-11-16,O,2021-11-16 01:50:00,2021-11-16 16:00:00,2021-11-16 11:29:00,2021-11-16 11:30:00,18,,202112,202203,202206,202209,202212,202303
2021-11-17,O,2021-11-17 01:50:00,2021-11-17 16:00:00,2021-11-17 11:29:00,2021-11-17 11:30:00,17,,202112,202203,202206,202209,202212,202303
2021-11-18,O,2021-11-18 01:50:00,2021-11-18 16:00:00,2021-11-18 11:29:00,2021-11-18 11:30:00,16,,202112,202203,202206,202209,202212,202303
2021-11-19,O,2021-11-19 01:50:00,2021-11-19 16:00:00,2021-11-19 11:29:00,2021-11-19 11:30:00,15,,202112,202203,202206,202209,202212,202303
2021-11-22,O,2021-11-22 01:50:00,2021-11-22 16:00:00,2021-11-22 11:29:00,2021-11-22 11:30:00,14,,202112,202203,202206,202209,202212,202303
2021-11-23,O,2021-11-23 01:50:00,2021-11-23 16:00:00,2021-11-23 11:29:00,2021-11-23 11:30:00,13,,202112,202203,202206,202209,202212,202303
2021-11-24,O,2021-11-24 01:50:00,2021-11-24 16:00:00,2021-11-24 11:29:00,2021-11-24 11:30:00,12,,202112,202203,202206,202209,202212,202303
2021-11-25,O,2021-11-25 01:50:00,2021-11-25 16:00:00,2021-11-25 11:29:00,2021-11-25 11:30:00,11,,202112,202203,202206,202209,202212,202303
2021-11-26,O,2021-11-26 01:50:00,2021-11-26 16:00:00,2021-11-26 11:29:00,2021-11-26 11:30:00,10,,202112,202203,202206,202209,202212,202303
2021-11-29,O,2021-11-29 01:50:00,2021-11-29 16:00:00,2021-11-29 11:29:00,2021-11-29 11:30:00,9,,202112,202203,202206,202209,202212,202303
2021-11-30,O,2021-11-30 01:50:00,2021-11-30 16:00:00,2021-11-30 11:29:00,2021-11-30 11:30:00,8,,202112,202203,202206,202209,202212,202303
2021-12-01,O,2021-12-01 01:50:00,2021-12-01 16:00:00,2021-12-01 11:29:00,2021-12-01 11:30:00,7,,202112,202203,202206,202209,202212,202303
2021-12-02,O,2021-12-02 01:50:00,2021-12-02 16:00:00,2021-12-02 11:29:00,2021-12-02 11:30:00,6,,202112,202203,202206,202209,202212,202303
2021-12-03,O,2021-12-03 01:50:00,2021-12-03 16:00:00,2021-12-03 11:29:00,2021-12-03 11:30:00,5,,202112,202203,202206,202209,202212,202303
2021-12-06,O,2021-12-06 01:50:00,2021-12-06 16:00:00,2021-12-06 11:29:00,2021-12-06 11:30:00,4,,202112,202203,202206,202209,202212,202303
2021-12-07,O,2021-12-07 01:50:00,2021-12-07 16:00:00,2021-12-07 11:29:00,2021-12-07 11:30:00,3,,202112,202203,202206,202209,202212,202303
2021-12-08,O,2021-12-08 01:50:00,2021-12-08 16:00:00,2021-12-08 11:29:00,2021-12-08 11:30:00,2,,202112,202203,202206,202209,202212,202303
2021-12-09,O,2021-12-09 01:50:00,2021-12-09 16:00:00,2021-12-09 11:29:00,2021-12-09 11:30:00,1,,202112,202203,202206,202209,202212,202303
2021-12-10,O,2021-12-10 01:50:00,2021-12-10 16:00:00,2021-12-10 11:29:00,2021-12-10 11:30:00,0,,202112,202203,202206,202209,202212,202303
2021-12-13,O,2021-12-13 01:50:00,2021-12-13 16:00:00,2021-12-13 11:29:00,2021-12-13 11:30:00,62,202112,202203,202206,202209,202212,202303,202306
2021-12-14,O,2021-12-14 01:50:00,2021-12-14 16:00:00,2021-12-14 11:29:00,2021-12-14 11:30:00,61,202112,202203,202206,202209,202212,202303,202306
2021-12-15,O,2021-12-15 01:50:00,2021-12-15 16:00:00,2021-12-15 11:29:00,2021-12-15 11:30:00,60,202112,202203,202206,202209,202212,202303,202306
2021-12-16,O,2021-12-16 01:50:00,2021-12-16 16:00:00,2021-12-16 11:29:00,2021-12-16 11:30:00,59,202112,202203,202206,202209,202212,202303,202306
2021-12-17,O,2021-12-17 01:50:00,2021-12-17 16:00:00,2021-12-17 11:29:00,2021-12-17 11:30:00,58,202112,202203,202206,202209,202212,202303,202306
2021-12-20,O,2021-12-20 01:50:00,2021-12-20 16:00:00,2021-12-20 11:29:00,2021-12-20 11:30:00,57,,202203,202206,202209,202212,202303,202306
2021-12-21,O,2021-12-21 01:50:00,2021-12-21 16:00:00,2021-12-21 11:29:00,2021-12-21 11:30:00,56,,202203,202206,202209,202212,202303,202306
2021-12-22,O,2021-12-22 01:50:00,2021-12-22 16:00:00,2021-12-22 11:29:00,2021-12-22 11:30:00,55,,202203,202206,202209,202212,202303,202306
2021-12-23,O,2021-12-23 01:50:00,2021-12-23 16:00:00,2021-12-23 11:29:00,2021-12-23 11:30:00,54,,202203,202206,202209,202212,202303,202306
2021-12-24,X,,,,,,,,,,,,
2021-12-27,O,2021-12-27 01:50:00,2021-12-27 16:00:00,2021-12-27 11:29:00,2021-12-27 11:30:00,53,,202203,202206,202209,202212,202303,202306
2021-12-28,O,2021-12-28 01:50:00,2021-12-28 16:00:00,2021-12-28 11:29:00,2021-12-28 11:30:00,52,,202203,202206,202209,202212,202303,202306
2021-12-29,O,2021-12-29 01:50:00,2021-12-29 16:00:00,2021-12-29 11:29:00,2021-12-29 11:30:00,51,,202203,202206,202209,202212,202303,202306
2021-12-30,O,2021-12-30 01:50:00,2021-12-30 16:00:00,2021-12-30 11:29:00,2021-12-30 11:30:00,50,,202203,202206,202209,202212,202303,202306
2021-12-31,X,,,,,,,,,,,,
2022-01-03,O,2022-01-03 01:50:00,2022-01-03 16:00:00,2022-01-03 11:29:00,2022-01-03 11:30:00,49,,202203,202206,202209,202212,202303,202306
2022-01-04,O,2022-01-04 01:50:00,2022-01-04 16:00:00,2022-01-04 11:29:00,2022-01-04 11:30:00,48,,202203,202206,202209,202212,202303,202306
2022-01-05,O,2022-01-05 01:50:00,2022-01-05 16:00:00,2022-01-05 11:29:00,2022-01-05 11:30:00,47,,202203,202206,202209,202212,202303,202306
2022-01-06,O,2022-01-06 01:50:00,2022-01-06 16:00:00,2022-01-06 11:29:00,2022-01-06 11:30:00,46,,202203,202206,202209,202212,202303,202306
2022-01-07,O,2022-01-07 01:50:00,2022-01-07 16:00:00,2022-01-07 11:29:00,2022-01-07 11:30:00,45,,202203,202206,202209,202212,202303,202306
2022-01-10,O,2022-01-10 01:50:00,2022-01-10 16:00:00,2022-01-10 11:29:00,2022-01-10 11:30:00,44,,202203,202206,202209,202212,202303,202306
2022-01-11,O,2022-01-11 01:50:00,2022-01-11 16:00:00,2022-01-11 11:29:00,2022-01-11 11:30:00,43,,202203,202206,202209,202212,202303,202306
2022-01-12,O,2022-01-12 01:50:00,2022-01-12 16:00:00,2022-01-12 11:29:00,2022-01-12 11:30:00,42,,202203,202206,202209,202212,202303,202306
2022-01-13,O,2022-01-13 01:50:00,2022-01-13 16:00:00,2022-01-13 11:29:00,2022-01-13 11:30:00,41,,202203,202206,202209,202212,202303,202306
2022-01-14,O,2022-01-14 01:50:00,2022-01-14 16:00:00,2022-01-14 11:29:00,2022-01-14 11:30:00,40,,202203,202206,202209,202212,202303,202306
2022-01-17,O,2022-01-17 01:50:00,2022-01-17 16:00:00,2022-01-17 11:29:00,2022-01-17 11:30:00,39,,202203,202206,202209,202212,202303,202306
2022-01-18,O,2022-01-18 01:50:00,2022-01-18 16:00:00,2022-01-18 11:29:00,2022-01-18 11:30:00,38,,202203,202206,202209,202212,202303,202306
2022-01-19,O,2022-01-19 01:50:00,2022-01-19 16:00:00,2022-01-19 11:29:00,2022-01-19 11:30:00,37,,202203,202206,202209,202212,202303,202306
2022-01-20,O,2022-01-20 01:50:00,2022-01-20 16:00:00,2022-01-20 11:29:00,2022-01-20 11:30:00,36,,202203,202206,202209,202212,202303,202306
2022-01-21,O,2022-01-21 01:50:00,2022-01-21 16:00:00,2022-01-21 11:29:00,2022-01-21 11:30:00,35,,202203,202206,202209,202212,202303,202306
2022-01-24,O,2022-01-24 01:50:00,2022-01-24 16:00:00,2022-01-24 11:29:00,2022-01-24 11:30:00,34,,202203,202206,202209,202212,202303,202306
2022-01-25,O,2022-01-25 01:50:00,2022-01-25 16:00:00,2022-01-25 11:29:00,2022-01-25 11:30:00,33,,202203,202206,202209,202212,202303,202306
2022-01-26,O,2022-01-26 01:50:00,2022-01-26 16:00:00,2022-01-26 11:29:00,2022-01-26 11:30:00,32,,202203,202206,202209,202212,202303,202306
2022-01-27,O,2022-01-27 01:50:00,2022-01-27 16:00:00,2022-01-27 11:29:00,2022-01-27 11:30:00,31,,202203,202206,202209,202212,202303,202306
2022-01-28,O,2022-01-28 01:50:00,2022-01-28 16:00:00,2022-01-28 11:29:00,2022-01-28 11:30:00,30,,202203,202206,202209,202212,202303,202306
2022-01-31,O,2022-01-31 01:50:00,2022-01-31 16:00:00,2022-01-31 11:29:00,2022-01-31 11:30:00,29,,202203,202206,202209,202212,202303,202306
2022-02-01,O,2022-02-01 01:50:00,2022-02-01 16:00:00,2022-02-01 11:29:00,2022-02-01 11:30:00,28,,202203,202206,202209,202212,202303,202306
2022-02-02,O,2022-02-02 01:50:00,2022-02-02 16:00:00,2022-02-02 11:29:00,2022-02-02 11:30:00,27,,202203,202206,202209,202212,202303,202306
2022-02-03,O,2022-02-03 01:50:00,2022-02-03 16:00:00,2022-02-03 11:29:00,2022-02-03 11:30:00,26,,202203,202206,202209,202212,202303,202306
2022-02-04,O,2022-02-04 01:50:00,2022-02-04 16:00:00,2022-02-04 11:29:00,2022-02-04 11:30:00,25,,202203,202206,202209,202212,202303,202306
2022-02-07,O,2022-02-07 01:50:00,2022-02-07 16:00:00,2022-02-07 11:29:00,2022-02-07 11:30:00,24,,202203,202206,202209,202212,202303,202306
2022-02-08,O,2022-02-08 01:50:00,2022-02-08 16:00:00,2022-02-08 11:29:00,2022-02-08 11:30:00,23,,202203,202206,202209,202212,202303,202306
2022-02-09,O,2022-02-09 01:50:00,2022-02-09 16:00:00,2022-02-09 11:29:00,2022-02-09 11:30:00,22,,202203,202206,202209,202212,202303,202306
2022-02-10,O,2022-02-10 01:50:00,2022-02-10 16:00:00,2022-02-10 11:29:00,2022-02-10 11:30:00,21,,202203,202206,202209,202212,202303,202306
2022-02-11,O,2022-02-11 01:50:00,2022-02-11 16:00:00,2022-02-11 11:29:00,2022-02-11 11:30:00,20,,202203,202206,202209,202212,202303,202306
2022-02-14,O,2022-02-14 01:50:00,2022-02-14 16:00:00,2022-02-14 11:29:00,2022-02-14 11:30:00,19,,202203,202206,202209,202212,202303,202306
2022-02-15,O,2022-02-15 01:50:00,2022-02-15 16:00:00,2022-02-15 11:29:00,2022-02-15 11:30:00,18,,202203,202206,202209,202212,202303,202306
2022-02-16,O,2022-02-16 01:50:00,2022-02-16 16:00:00,2022-02-16 11:29:00,2022-02-16 11:30:00,17,,202203,202206,202209,202212,202303,202306
2022-02-17,O,2022-02-17 01:50:00,2022-02-17 16:00:00,2022-02-17 11:29:00,2022-02-17 11:30:00,16,,202203,202206,202209,202212,202303,202306
2022-02-18,O,2022-02-18 01:50:00,2022-02-18 16:00:00,2022-02-18 11:29:00,2022-02-18 11:30:00,15,,202203,202206,202209,202212,202303,202306
2022-02-21,O,2022-02-21 01:50:00,2022-02-21 16:00:00,2022-02-21 11:29:00,2022-02-21 11:30:00,14,,202203,202206,202209,202212,202303,202306
2022-02-22,O,2022-02-22 01:50:00,2022-02-22 16:00:00,2022-02-22 11:29:00,2022-02-22 11:30:00,13,,202203,202206,202209,202212,202303,202306
2022-02-23,O,2022-02-23 01:50:00,2022-02-23 16:00:00,2022-02-23 11:29:00,2022-02-23 11:30:00,12,,202203,202206,202209,202212,202303,202306
2022-02-24,O,2022-02-24 01:50:00,2022-02-24 16:00:00,2022-02-24 11:29:00,2022-02-24 11:30:00,11,,202203,202206,202209,202212,202303,202306
2022-02-25,O,2022-02-25 01:50:00,2022-02-25 16:00:00,2022-02-25 11:29:00,2022-02-25 11:30:00,10,,202203,202206,202209,202212,202303,202306
2022-02-28,O,2022-02-28 01:50:00,2022-02-28 16:00:00,2022-02-28 11:29:00,2022-02-28 11:30:00,9,,202203,202206,202209,202212,202303,202306
2022-03-01,O,2022-03-01 01:50:00,2022-03-01 16:00:00,2022-03-01 11:29:00,2022-03-01 11:30:00,8,,202203,202206,202209,202212,202303,202306
2022-03-02,O,2022-03-02 01:50:00,2022-03-02 16:00:00,2022-03-02 11:29:00,2022-03-02 11:30:00,7,,202203,202206,202209,202212,202303,202306
2022-03-03,O,2022-03-03 01:50:00,2022-03-03 16:00:00,2022-03-03 11:29:00,2022-03-03 11:30:00,6,,202203,202206,202209,202212,202303,202306
2022-03-04,O,2022-03-04 01:50:00,2022-03-04 16:00:00,2022-03-04 11:29:00,2022-03-04 11:30:00,5,,202203,202206,202209,202212,202303,202306
2022-03-07,O,2022-03-07 01:50:00,2022-03-07 16:00:00,2022-03-07 11:29:00,2022-03-07 11:30:00,4,,202203,202206,202209,202212,202303,202306
2022-03-08,O,2022-03-08 01:50:00,2022-03-08 16:00:00,2022-03-08 11:29:00,2022-03-08 11:30:00,3,,202203,202206,202209,202212,202303,202306
2022-03-09,O,2022-03-09 01:50:00,2022-03-09 16:00:00,2022-03-09 11:29:00,2022-03-09 11:30:00,2,,202203,202206,202209,202212,202303,202306
2022-03-10,O,2022-03-10 01:50:00,2022-03-10 16:00:00,2022-03-10 11:29:00,2022-03-10 11:30:00,1,,202203,202206,202209,202212,202303,202306
2022-03-11,O,2022-03-11 01:50:00,2022-03-11 16:00:00,2022-03-11 11:29:00,2022-03-11 11:30:00,0,,202203,202206,202209,202212,202303,202306
2022-03-14,O,2022-03-14 02:50:00,2022-03-14 17:00:00,2022-03-14 12:29:00,2022-03-14 12:30:00,62,202203,202206,202209,202212,202303,202306,202309
2022-03-15,O,2022-03-15 02:50:00,2022-03-15 17:00:00,2022-03-15 12:29:00,2022-03-15 12:30:00,61,202203,202206,202209,202212,202303,202306,202309
2022-03-16,O,2022-03-16 02:50:00,2022-03-16 17:00:00,2022-03-16 12:29:00,2022-03-16 12:30:00,60,202203,202206,202209,202212,202303,202306,202309
2022-03-17,O,2022-03-17 02:50:00,2022-03-17 17:00:00,2022-03-17 12:29:00,2022-03-17 12:30:00,59,202203,202206,202209,202212,202303,202306,202309
2022-03-18,O,2022-03-18 02:50:00,2022-03-18 17:00:00,2022-03-18 12:29:00,2022-03-18 12:30:00,58,202203,202206,202209,202212,202303,202306,202309
2022-03-21,O,2022-03-21 02:50:00,2022-03-21 17:00:00,2022-03-21 12:29:00,2022-03-21 12:30:00,57,,202206,202209,202212,202303,202306,202309
2022-03-22,O,2022-03-22 02:50:00,2022-03-22 17:00:00,2022-03-22 12:29:00,2022-03-22 12:30:00,56,,202206,202209,202212,202303,202306,202309
2022-03-23,O,2022-03-23 02:50:00,2022-03-23 17:00:00,2022-03-23 12:29:00,2022-03-23 12:30:00,55,,202206,202209,202212,202303,202306,202309
2022-03-24,O,2022-03-24 02:50:00,2022-03-24 17:00:00,2022-03-24 12:29:00,2022-03-24 12:30:00,54,,202206,202209,202212,202303,202306,202309
2022-03-25,O,2022-03-25 02:50:00,2022-03-25 17:00:00,2022-03-25 12:29:00,2022-03-25 12:30:00,53,,202206,202209,202212,202303,202306,202309
2022-03-28,O,2022-03-28 01:50:00,2022-03-28 16:00:00,2022-03-28 11:29:00,2022-03-28 11:30:00,52,,202206,202209,202212,202303,202306,202309
2022-03-29,O,2022-03-29 01:50:00,2022-03-29 16:00:00,2022-03-29 11:29:00,2022-03-29 11:30:00,51,,202206,202209,202212,202303,202306,202309
2022-03-30,O,2022-03-30 01:50:00,2022-03-30 16:00:00,2022-03-30 11:29:00,2022-03-30 11:30:00,50,,202206,202209,202212,202303,202306,202309
2022-03-31,O,2022-03-31 01:50:00,2022-03-31 16:00:00,2022-03-31 11:29:00,2022-03-31 11:30:00,49,,202206,202209,202212,202303,202306,202309
2022-04-01,O,2022-04-01 01:50:00,2022-04-01 16:00:00,2022-04-01 11:29:00,2022-04-01 11:30:00,48,,202206,202209,202212,202303,202306,202309
2022-04-04,O,2022-04-04 01:50:00,2022-04-04 16:00:00,2022-04-04 11:29:00,2022-04-04 11:30:00,47,,202206,202209,202212,202303,202306,202309
2022-04-05,O,2022-04-05 01:50:00,2022-04-05 16:00:00,2022-04-05 11:29:00,2022-04-05 11:30:00,46,,202206,202209,202212,202303,202306,202309
2022-04-06,O,2022-04-06 01:50:00,2022-04-06 16:00:00,2022-04-06 11:29:00,2022-04-06 11:30:00,45,,202206,202209,202212,202303,202306,202309
2022-04-07,O,2022-04-07 01:50:00,2022-04-07 16:00:00,2022-04-07 11:29:00,2022-04-07 11:30:00,44,,202206,202209,202212,202303,202306,202309
2022-04-08,O,2022-04-08 01:50:00,2022-04-08 16:00:00,2022-04-08 11:29:00,2022-04-08 11:30:00,43,,202206,202209,202212,202303,202306,202309
2022-04-11,O,2022-04-11 01:50:00,2022-04-11 16:00:00,2022-04-11 11:29:00,2022-04-11 11:30:00,42,,202206,202209,202212,202303,202306,202309
2022-04-12,O,2022-04-12 01:50:00,2022-04-12 16:00:00,2022-04-12 11:29:00,2022-04-12 11:30:00,41,,202206,202209,202212,202303,202306,202309
2022-04-13,O,2022-04-13 01:50:00,2022-04-13 16:00:00,2022-04-13 11:29:00,2022-04-13 11:30:00,40,,202206,202209,202212,202303,202306,202309
2022-04-14,O,2022-04-14 01:50:00,2022-04-14 16:00:00,2022-04-14 11:29:00,2022-04-14 11:30:00,39,,202206,202209,202212,202303,202306,202309
2022-04-15,X,,,,,,,,,,,,
2022-04-18,X,,,,,,,,,,,,
2022-04-19,O,2022-04-19 01:50:00,2022-04-19 16:00:00,2022-04-19 11:29:00,2022-04-19 11:30:00,38,,202206,202209,202212,202303,202306,202309
2022-04-20,O,2022-04-20 01:50:00,2022-04-20 16:00:00,2022-04-20 11:29:00,2022-04-20 11:30:00,37,,202206,202209,202212,202303,202306,202309
2022-04-21,O,2022-04-21 01:50:00,2022-04-21 16:00:00,2022-04-21 11:29:00,2022-04-21 11:30:00,36,,202206,202209,202212,202303,202306,202309
2022-04-22,O,2022-04-22 01:50:00,2022-04-22 16:00:00,2022-04-22 11:29:00,2022-04-22 11:30:00,35,,202206,202209,202212,202303,202306,202309
2022-04-25,O,2022-04-25 01:50:00,2022-04-25 16:00:00,2022-04-25 11:29:00,2022-04-25 11:30:00,34,,202206,202209,202212,202303,202306,202309
2022-04-26,O,2022-04-26 01:50:00,2022-04-26 16:00:00,2022-04-26 11:29:00,2022-04-26 11:30:00,33,,202206,202209,202212,202303,202306,202309
2022-04-27,O,2022-04-27 01:50:00,2022-04-27 16:00:00,2022-04-27 11:29:00,2022-04-27 11:30:00,32,,202206,202209,202212,202303,202306,202309
2022-04-28,O,2022-04-28 01:50:00,2022-04-28 16:00:00,2022-04-28 11:29:00,2022-04-28 11:30:00,31,,202206,202209,202212,202303,202306,202309
2022-04-29,O,2022-04-29 01:50:00,2022-04-29 16:00:00,2022-04-29 11:29:00,2022-04-29 11:30:00,30,,202206,202209,202212,202303,202306,202309
2022-05-02,O,2022-05-02 01:50:00,2022-05-02 16:00:00,2022-05-02 11:29:00,2022-05-02 11:30:00,29,,202206,202209,202212,202303,202306,202309
2022-05-03,O,2022-05-03 01:50:00,2022-05-03 16:00:00,2022-05-03 11:29:00,2022-05-03 11:30:00,28,,202206,202209,202212,202303,202306,202309
2022-05-04,O,2022-05-04 01:50:00,2022-05-04 16:00:00,2022-05-04 11:29:00,2022-05-04 11:30:00,27,,202206,202209,202212,202303,202306,202309
2022-05-05,O,2022-05-05 01:50:00,2022-05-05 16:00:00,2022-05-05 11:29:00,2022-05-05 11:30:00,26,,202206,202209,202212,202303,202306,202309
2022-05-06,O,2022-05-06 01:50:00,2022-05-06 16:00:00,2022-05-06 11:29:00,2022-05-06 11:30:00,25,,202206,202209,202212,202303,202306,202309
2022-05-09,O,2022-05-09 01:50:00,2022-05-09 16:00:00,2022-05-09 11:29:00,2022-05-09 11:30:00,24,,202206,202209,202212,202303,202306,202309
2022-05-10,O,2022-05-10 01:50:00,2022-05-10 16:00:00,2022-05-10 11:29:00,2022-05-10 11:30:00,23,,202206,202209,202212,202303,202306,202309
2022-05-11,O,2022-05-11 01:50:00,2022-05-11 16:00:00,2022-05-11 11:29:00,2022-05-11 11:30:00,22,,202206,202209,202212,202303,202306,202309
2022-05-12,O,2022-05-12 01:50:00,2022-05-12 16:00:00,2022-05-12 11:29:00,2022-05-12 11:30:00,21,,202206,202209,202212,202303,202306,202309
2022-05-13,O,2022-05-13 01:50:00,2022-05-13 16:00:00,2022-05-13 11:29:00,2022-05-13 11:30:00,20,,202206,202209,202212,202303,202306,202309
2022-05-16,O,2022-05-16 01:50:00,2022-05-16 16:00:00,2022-05-16 11:29:00,2022-05-16 11:30:00,19,,202206,202209,202212,202303,202306,202309
2022-05-17,O,2022-05-17 01:50:00,2022-05-17 16:00:00,2022-05-17 11:29:00,2022-05-17 11:30:00,18,,202206,202209,202212,202303,202306,202309
2022-05-18,O,2022-05-18 01:50:00,2022-05-18 16:00:00,2022-05-18 11:29:00,2022-05-18 11:30:00,17,,202206,202209,202212,202303,202306,202309
2022-05-19,O,2022-05-19 01:50:00,2022-05-19 16:00:00,2022-05-19 11:29:00,2022-05-19 11:30:00,16,,202206,202209,202212,202303,202306,202309
2022-05-20,O,2022-05-20 01:50:00,2022-05-20 16:00:00,2022-05-20 11:29:00,2022-05-20 11:30:00,15,,202206,202209,202212,202303,202306,202309
2022-05-23,O,2022-05-23 01:50:00,2022-05-23 16:00:00,2022-05-23 11:29:00,2022-05-23 11:30:00,14,,202206,202209,202212,202303,202306,202309
2022-05-24,O,2022-05-24 01:50:00,2022-05-24 16:00:00,2022-05-24 11:29:00,2022-05-24 11:30:00,13,,202206,202209,202212,202303,202306,202309
2022-05-25,O,2022-05-25 01:50:00,2022-05-25 16:00:00,2022-05-25 11:29:00,2022-05-25 11:30:00,12,,202206,202209,202212,202303,202306,202309
2022-05-26,O,2022-05-26 01:50:00,2022-05-26 16:00:00,2022-05-26 11:29:00,2022-05-26 11:30:00,11,,202206,202209,202212,202303,202306,202309
2022-05-27,O,2022-05-27 01:50:00,2022-05-27 16:00:00,2022-05-27 11:29:00,2022-05-27 11:30:00,10,,202206,202209,202212,202303,202306,202309
2022-05-30,O,2022-05-30 01:50:00,2022-05-30 16:00:00,2022-05-30 11:29:00,2022-05-30 11:30:00,9,,202206,202209,202212,202303,202306,202309
2022-05-31,O,2022-05-31 01:50:00,2022-05-31 16:00:00,2022-05-31 11:29:00,2022-05-31 11:30:00,8,,202206,202209,202212,202303,202306,202309
